UNITID,EFFYLEV,LSTUDY,EFYTOTLM,EFYTOTLW,EFYTOTLT
117955,2,1,11,252,263
118116,1,999,17,164,181
118116,2,1,17,164,181
118125,1,999,3,146,149
118125,2,1,3,146,149
118134,1,999,7,255,262
118134,2,1,7,255,262
118143,1,999,10,104,114
118143,2,1,10,104,114
118161,1,999,6,176,182
118161,2,1,6,176,182
118189,1,999,34,201,235
118189,2,1,34,201,235
118198,1,999,237,675,912
118198,2,1,237,675,912
118259,1,999,221,990,1211
118259,2,1,221,990,1211
118277,1,999,507,1682,2189
118277,2,1,507,1682,2189
118286,1,999,447,1626,2073
118286,2,1,447,1626,2073
118347,1,999,4569,6542,11111
118347,2,1,4569,6542,11111
118356,1,999,241,3732,3973
118356,2,1,241,3732,3973
118541,1,999,332,330,662
118541,2,1,332,330,662
118684,1,999,2834,4544,7378
118684,2,1,2834,4544,7378
118693,1,999,432,272,704
118693,2,1,432,272,704
118709,1,999,90,76,166
118709,4,3,90,76,166
118718,1,999,6453,8507,14960
118718,2,1,6453,8507,14960
118772,1,999,4421,7981,12402
118772,2,1,4421,7981,12402
118888,1,999,117,1518,1635
118888,2,1,0,1008,1008
118888,4,3,117,510,627
118912,1,999,8923,12237,21160
118912,2,1,8923,12237,21160
118921,1,999,55,587,642
118921,2,1,55,587,642
118930,1,999,7687,9928,17615
118930,2,1,7687,9928,17615
118958,1,999,12,78,90
118958,2,1,12,78,90
118967,1,999,906,992,1898
118967,2,1,906,992,1898
118976,1,999,10510,14431,24941
118976,2,1,10510,14431,24941
118994,1,999,46,5,51
118994,2,1,46,5,51
119058,1,999,368,579,947
119058,2,1,4,8,12
119058,4,3,364,571,935
119067,1,999,8315,8287,16602
119067,2,1,8315,8287,16602
119137,1,999,11361,13697,25058
119137,2,1,11361,13697,25058
119164,1,999,18780,19961,38741
119164,2,1,18780,19961,38741
119173,1,999,336,2618,2954
119173,2,1,202,2144,2346
119173,4,3,134,474,608
119216,1,999,9910,14050,23960
119216,2,1,9910,14050,23960
119234,1,999,66,203,269
119234,2,1,66,203,269
119270,1,999,1867,441,2308
119270,2,1,1867,441,2308
119331,1,999,4583,6091,10674
119331,2,1,4583,6091,10674
119340,1,999,522,568,1090
119340,2,1,522,568,1090
119359,1,999,575,1253,1828
119359,2,1,575,1253,1828
119368,1,999,715,406,1121
119368,2,1,715,406,1121
119438,1,999,186,915,1101
119438,2,1,186,915,1101
119456,1,999,808,872,1680
119456,2,1,808,872,1680
119465,1,999,455,874,1329
119465,2,1,455,874,1329
119508,1,999,1008,1136,2144
119508,2,1,1008,1136,2144
119544,1,999,261,475,736
119544,2,1,163,315,478
119544,4,3,98,160,258
119553,1,999,236,523,759
119553,2,1,236,523,759
119605,1,999,9965,17367,27332
119605,2,1,3921,5818,9739
119605,4,3,6044,11549,17593
119678,1,999,3305,549,3854
119678,4,3,3305,549,3854
119775,1,999,484,231,715
119775,2,1,312,120,432
119775,4,3,172,111,283
119845,1,999,14,321,335
119845,2,1,14,321,335
119951,1,999,30,551,581
119951,2,1,30,551,581
120069,1,999,83,419,502
120069,2,1,83,419,502
120078,1,999,184,704,888
120078,2,1,184,704,888
120087,1,999,28,245,273
120087,2,1,28,245,273
120166,1,999,935,568,1503
120166,2,1,163,119,282
120166,4,3,772,449,1221
120184,1,999,581,1433,2014
120184,2,1,346,703,1049
120184,4,3,235,730,965
120254,1,999,898,1166,2064
120254,2,1,893,1141,2034
120254,4,3,5,25,30
120272,1,999,22,174,196
120272,2,1,22,174,196
120290,1,999,8821,8678,17499
120290,2,1,8821,8678,17499
120342,1,999,16915,16388,33303
120342,2,1,16915,16388,33303
120403,1,999,422,877,1299
120403,2,1,388,809,1197
120403,4,3,34,68,102
120421,1,999,5840,7545,13385
120421,2,1,5840,7545,13385
120537,1,999,580,709,1289
120537,2,1,386,464,850
120537,4,3,194,245,439
120661,1,999,227,732,959
120661,2,1,227,732,959
120698,1,999,116,458,574
120698,2,1,16,50,66
120698,4,3,100,408,508
120740,1,999,95,78,173
120740,4,3,95,78,173
120768,1,999,60,655,715
120768,2,1,12,119,131
120768,4,3,48,536,584
120795,1,999,93,120,213
120795,4,3,93,120,213
120838,1,999,126,115,241
120838,2,1,28,31,59
120838,4,3,98,84,182
120865,1,999,754,926,1680
120865,2,1,741,908,1649
120865,4,3,13,18,31
120883,1,999,3055,3919,6974
120883,2,1,1671,2039,3710
120883,4,3,1384,1880,3264
120944,1,999,230,131,361
120944,4,3,230,131,361
120953,1,999,4328,1294,5622
120953,2,1,4328,1294,5622
120971,1,999,20828,20069,40897
120971,2,1,20828,20069,40897
121008,1,999,13,361,374
121008,2,1,13,361,374
121017,1,999,21,468,489
121017,2,1,21,468,489
121044,1,999,17771,19881,37652
121044,2,1,17771,19881,37652
121071,1,999,820,609,1429
121071,2,1,804,546,1350
121071,4,3,16,63,79
121150,1,999,3697,4779,8476
121150,2,1,1651,1988,3639
121150,4,3,2046,2791,4837
121257,1,999,438,631,1069
121257,2,1,438,631,1069
121275,1,999,239,84,323
121275,2,1,239,84,323
121309,1,999,1458,2772,4230
121309,2,1,952,1538,2490
121309,4,3,506,1234,1740
121345,1,999,795,775,1570
121345,2,1,795,775,1570
121363,1,999,2432,4121,6553
121363,2,1,2432,4121,6553
121381,1,999,583,766,1349
121381,2,1,583,766,1349
121433,1,999,11,220,231
121433,2,1,11,220,231
121619,1,999,31002,17550,48552
121619,2,1,31002,17550,48552
121628,1,999,64,51,115
121628,4,3,64,51,115
121637,1,999,5,74,79
121637,2,1,5,74,79
121691,1,999,2378,2923,5301
121691,2,1,1327,1665,2992
121691,4,3,1051,1258,2309
121707,1,999,4982,6195,11177
121707,2,1,4982,6195,11177
121859,1,999,5,247,252
121859,2,1,5,247,252
121868,1,999,5,120,125
121868,2,1,5,120,125
121877,1,999,9,195,204
121877,2,1,9,195,204
121886,1,999,20431,15841,36272
121886,2,1,20431,15841,36272
121901,1,999,24809,29942,54751
121901,2,1,24809,29942,54751
121983,1,999,326,898,1224
121983,2,1,50,125,175
121983,4,3,276,773,1049
121992,1,999,113,164,277
121992,2,1,113,164,277
122117,1,999,101,132,233
122117,4,3,101,132,233
122180,1,999,17134,23652,40786
122180,2,1,17134,23652,40786
122205,1,999,15886,20294,36180
122205,2,1,15886,20294,36180
122296,1,999,384,1400,1784
122296,2,1,129,769,898
122296,4,3,255,631,886
122339,1,999,13724,16286,30010
122339,2,1,13724,16286,30010
122366,1,999,484,24,508
122366,2,1,484,24,508
122375,1,999,18122,20684,38806
122375,2,1,18122,20684,38806
122384,1,999,12136,9686,21822
122384,2,1,12136,9686,21822
122409,1,999,14914,20083,34997
122409,2,1,12225,16141,28366
122409,4,3,2689,3942,6631
122436,1,999,3742,5077,8819
122436,2,1,2356,3041,5397
122436,4,3,1386,2036,3422
122454,1,999,272,406,678
122454,2,1,183,236,419
122454,4,3,89,170,259
122506,1,999,211,217,428
122506,2,1,117,94,211
122506,4,3,94,123,217
122597,1,999,13264,19648,32912
122597,2,1,11326,16096,27422
122597,4,3,1938,3552,5490
122603,1,999,227,214,441
122603,4,3,227,214,441
122612,1,999,4102,6587,10689
122612,2,1,2437,3902,6339
122612,4,3,1665,2685,4350
122649,1,999,119,93,212
122649,4,3,119,93,212
122658,1,999,11463,15903,27366
122658,2,1,11463,15903,27366
122685,1,999,707,1667,2374
122685,2,1,707,1667,2374
122694,1,999,633,1035,1668
122694,2,1,633,1035,1668
122728,1,999,306,414,720
122728,2,1,296,399,695
122728,4,3,10,15,25
122746,1,999,8464,10391,18855
122746,2,1,8464,10391,18855
122755,1,999,15232,17877,33109
122755,2,1,12288,13228,25516
122755,4,3,2944,4649,7593
122791,1,999,8727,9888,18615
122791,2,1,8727,9888,18615
122834,1,999,475,1045,1520
122834,2,1,475,1045,1520
122843,1,999,7026,5837,12863
122843,2,1,6870,5673,12543
122843,4,3,156,164,320
122852,1,999,92,428,520
122852,2,1,92,428,520
122889,1,999,13277,15486,28763
122889,2,1,13277,15486,28763
122931,1,999,5101,4782,9883
122931,2,1,2589,2884,5473
122931,4,3,2512,1898,4410
122977,1,999,22030,27556,49586
122977,2,1,22030,27556,49586
123013,1,999,16743,20790,37533
123013,2,1,16743,20790,37533
123095,1,999,208,546,754
123095,4,3,208,546,754
123165,1,999,23,975,998
123165,2,1,13,961,974
123165,4,3,10,14,24
123208,1,999,3220,76,3296
123208,2,1,3220,76,3296
123217,1,999,8831,10529,19360
123217,2,1,8831,10529,19360
123280,1,999,32,43,75
123280,2,1,25,31,56
123280,4,3,7,12,19
123299,1,999,6074,8666,14740
123299,2,1,6074,8666,14740
123341,1,999,13349,15234,28583
123341,2,1,13349,15234,28583
123350,1,999,24,192,216
123350,2,1,24,192,216
123396,1,999,13,233,246
123396,2,1,13,233,246
123448,1,999,91,99,190
123448,4,3,91,99,190
123457,1,999,502,878,1380
123457,2,1,387,686,1073
123457,4,3,115,192,307
123484,1,999,2801,2770,5571
123484,2,1,2801,2770,5571
123493,1,999,846,1196,2042
123493,2,1,846,1196,2042
123509,1,999,7909,9510,17419
123509,2,1,7909,9510,17419
123527,1,999,9853,13127,22980
123527,2,1,9853,13127,22980
123554,1,999,1512,2751,4263
123554,2,1,1005,1655,2660
123554,4,3,507,1096,1603
123563,1,999,7607,11081,18688
123563,2,1,7607,11081,18688
123572,1,999,3290,5682,8972
123572,2,1,2916,4741,7657
123572,4,3,374,941,1315
123581,1,999,174,13,187
123581,2,1,174,13,187
123633,1,999,453,417,870
123633,2,1,210,213,423
123633,4,3,243,204,447
123642,1,999,45,525,570
123642,2,1,45,525,570
123651,1,999,900,1799,2699
123651,2,1,772,1600,2372
123651,4,3,128,199,327
123679,1,999,237,624,861
123679,2,1,237,624,861
123800,1,999,13353,15431,28784
123800,2,1,13353,15431,28784
123855,1,999,85,10,95
123855,4,3,85,10,95
123916,1,999,29,52,81
123916,4,3,29,52,81
123943,1,999,151,346,497
123943,4,3,151,346,497
123952,1,999,312,181,493
123952,2,1,169,86,255
123952,4,3,143,95,238
123961,1,999,19970,18890,38860
123961,2,1,9203,9113,18316
123961,4,3,10767,9777,20544
123970,1,999,535,620,1155
123970,4,3,535,620,1155
124113,1,999,10888,3699,14587
124113,2,1,10888,3699,14587
124283,1,999,247,219,466
124283,4,3,247,219,466
124292,1,999,163,185,348
124292,2,1,163,185,348
124344,1,999,16,264,280
124344,2,1,16,264,280
124487,1,999,187,176,363
124487,2,1,187,176,363
124681,1,999,4092,9325,13417
124681,2,1,4092,9325,13417
124706,1,999,217,762,979
124706,2,1,217,762,979
124779,1,999,4,35,39
124779,2,1,4,35,39
124937,1,999,238,564,802
124937,2,1,238,564,802
125028,1,999,9923,13019,22942
125028,2,1,9923,13019,22942
125082,1,999,5,252,257
125082,2,1,5,252,257
125091,1,999,8388,11043,19431
125091,2,1,8388,11043,19431
125170,1,999,5021,7140,12161
125170,2,1,5021,7140,12161
125231,1,999,14617,49258,63875
125231,2,1,2870,7856,10726
125231,4,3,11747,41402,53149
125301,1,999,2553,3419,5972
125301,2,1,2553,3419,5972
125462,1,999,2057,2721,4778
125462,2,1,2057,2721,4778
125471,1,999,7132,11056,18188
125471,2,1,7132,11056,18188
125480,1,999,154,142,296
125480,4,3,154,142,296
125499,1,999,9312,10903,20215
125499,2,1,9312,10903,20215
125532,1,999,384,2306,2690
125532,2,1,384,2306,2690
125718,1,999,138,12,150
125718,4,3,138,12,150
125727,1,999,521,846,1367
125727,2,1,520,839,1359
125727,4,3,1,7,8
125763,1,999,995,1271,2266
125763,2,1,654,756,1410
125763,4,3,341,515,856
125897,1,999,1015,1068,2083
125897,2,1,781,791,1572
125897,4,3,234,277,511
126012,1,999,121,302,423
126012,4,3,121,302,423
126030,1,999,237,228,465
126030,4,3,237,228,465
126049,1,999,606,468,1074
126049,4,3,606,468,1074
126076,1,999,132,0,132
126076,2,1,132,0,132
126119,1,999,5078,7297,12375
126119,2,1,5078,7297,12375
126164,1,999,5,136,141
126164,2,1,5,136,141
126182,1,999,1563,2273,3836
126182,2,1,1308,1598,2906
126182,4,3,255,675,930
126207,1,999,3577,4681,8258
126207,2,1,3577,4681,8258
126289,1,999,6994,9839,16833
126289,2,1,6994,9839,16833
126359,1,999,113,788,901
126359,2,1,113,788,901
126401,1,999,408,1232,1640
126401,2,1,408,1232,1640
126410,1,999,50,182,232
126410,2,1,50,182,232
126562,1,999,12790,19816,32606
126562,2,1,7562,9890,17452
126562,4,3,5228,9926,15154
126580,1,999,5769,7250,13019
126580,2,1,3960,4734,8694
126580,4,3,1809,2516,4325
126605,1,999,1266,65,1331
126605,2,1,1266,65,1331
126614,1,999,19688,17660,37348
126614,2,1,16084,14576,30660
126614,4,3,3604,3084,6688
126669,1,999,1456,2306,3762
126669,2,1,1250,1797,3047
126669,4,3,206,509,715
126678,1,999,1155,1443,2598
126678,2,1,1101,1332,2433
126678,4,3,54,111,165
126687,1,999,155,699,854
126687,2,1,155,699,854
126702,1,999,1519,1635,3154
126702,2,1,1519,1635,3154
126711,1,999,6171,4763,10934
126711,2,1,6171,4763,10934
126748,1,999,1021,1340,2361
126748,2,1,1021,1340,2361
126775,1,999,2477,4193,6670
126775,2,1,944,2914,3858
126775,4,3,1533,1279,2812
126784,1,999,164,2,166
126784,2,1,164,2,166
126818,1,999,16735,18402,35137
126818,2,1,12141,13090,25231
126818,4,3,4594,5312,9906
126827,1,999,2490,1795,4285
126827,2,1,1719,1373,3092
126827,4,3,771,422,1193
126854,1,999,20,192,212
126854,2,1,20,192,212
126863,1,999,4167,6021,10188
126863,2,1,4167,6021,10188
126872,1,999,199,526,725
126872,2,1,199,526,725
126915,1,999,1193,1300,2493
126915,2,1,1193,1300,2493
126924,1,999,15,179,194
126924,2,1,15,179,194
126942,1,999,7143,10131,17274
126942,2,1,7143,10131,17274
126951,1,999,1628,104,1732
126951,2,1,1628,104,1732
126979,1,999,650,424,1074
126979,4,3,650,424,1074
127024,1,999,931,576,1507
127024,2,1,931,576,1507
127060,1,999,6053,7709,13762
127060,2,1,2536,3284,5820
127060,4,3,3517,4425,7942
127158,1,999,2937,1426,4363
127158,2,1,2937,1426,4363
127185,1,999,2211,2196,4407
127185,2,1,2211,2196,4407
127200,1,999,11997,16239,28236
127200,2,1,11997,16239,28236
127219,1,999,4,55,59
127219,2,1,4,55,59
127228,1,999,10,346,356
127228,2,1,10,346,356
127273,1,999,130,182,312
127273,4,3,130,182,312
127316,1,999,60,310,370
127316,2,1,60,310,370
127389,1,999,600,902,1502
127389,2,1,600,902,1502
127556,1,999,3845,4955,8800
127556,2,1,3783,4835,8618
127556,4,3,62,120,182
127565,1,999,13233,15841,29074
127565,2,1,13233,15841,29074
127617,1,999,1117,1818,2935
127617,2,1,1117,1818,2935
127653,1,999,404,775,1179
127653,2,1,205,313,518
127653,4,3,199,462,661
127680,1,999,250,362,612
127680,2,1,250,362,612
127699,1,999,142,549,691
127699,2,1,142,549,691
127714,1,999,909,574,1483
127714,2,1,909,574,1483
127732,1,999,1485,2438,3923
127732,2,1,1485,2438,3923
127741,1,999,5447,9885,15332
127741,2,1,4493,7022,11515
127741,4,3,954,2863,3817
127778,1,999,875,1339,2214
127778,2,1,875,1339,2214
127787,1,999,402,1531,1933
127787,2,1,402,1531,1933
127820,1,999,8410,11821,20231
127820,2,1,8410,11821,20231
127839,1,999,115,506,621
127839,2,1,115,506,621
127884,1,999,5078,5761,10839
127884,2,1,5078,5761,10839
127909,1,999,7306,7316,14622
127909,2,1,7306,7316,14622
127918,1,999,5204,9405,14609
127918,2,1,2518,4601,7119
127918,4,3,2686,4804,7490
127945,1,999,262,434,696
127945,2,1,262,434,696
127954,1,999,3,57,60
127954,2,1,0,18,18
127954,4,3,3,39,42
128106,1,999,4680,9924,14604
128106,2,1,3683,4752,8435
128106,4,3,997,5172,6169
128151,1,999,921,763,1684
128151,2,1,921,763,1684
128179,1,999,583,55,638
128179,2,1,583,55,638
128188,1,999,227,763,990
128188,2,1,227,763,990
128258,1,999,1274,1500,2774
128258,2,1,1274,1500,2774
128328,1,999,3691,929,4620
128328,2,1,3691,929,4620
128337,1,999,15,282,297
128337,2,1,15,282,297
128391,1,999,1428,974,2402
128391,2,1,1428,974,2402
128425,1,999,35,0,35
128425,2,1,29,0,29
128425,4,3,6,0,6
128498,1,999,897,1812,2709
128498,2,1,682,1428,2110
128498,4,3,215,384,599
128540,1,999,8,145,153
128540,2,1,8,145,153
128577,1,999,1205,1518,2723
128577,2,1,1205,1518,2723
128586,1,999,59,0,59
128586,2,1,59,0,59
128674,1,999,218,908,1126
128674,2,1,218,908,1126
128683,1,999,255,782,1037
128683,2,1,255,782,1037
128726,1,999,45,196,241
128726,2,1,45,196,241
128744,1,999,2709,3586,6295
128744,2,1,930,1833,2763
128744,4,3,1779,1753,3532
128762,1,999,52,438,490
128762,2,1,52,438,490
128771,1,999,7297,8238,15535
128771,2,1,6036,5781,11817
128771,4,3,1261,2457,3718
128780,1,999,1236,2207,3443
128780,2,1,1236,2207,3443
128896,1,999,101,397,498
128896,2,1,101,397,498
128902,1,999,849,1329,2178
128902,2,1,849,1324,2173
128902,4,3,0,5,5
128957,1,999,76,226,302
128957,2,1,76,226,302
129002,1,999,584,147,731
129002,2,1,584,147,731
129020,1,999,13462,13860,27322
129020,2,1,9125,9026,18151
129020,4,3,4337,4834,9171
129154,1,999,497,2696,3193
129154,2,1,497,2696,3193
129181,1,999,1907,74,1981
129181,2,1,1907,74,1981
129215,1,999,2966,3684,6650
129215,2,1,2810,3308,6118
129215,4,3,156,376,532
129242,1,999,2423,3678,6101
129242,2,1,1901,2628,4529
129242,4,3,522,1050,1572
129349,1,999,30,297,327
129349,2,1,30,297,327
129367,1,999,1786,4364,6150
129367,2,1,1786,4364,6150
129428,1,999,655,176,831
129428,4,3,655,176,831
129446,1,999,30,15,45
129446,2,1,30,15,45
129482,1,999,132,607,739
129482,2,1,132,607,739
129491,1,999,107,115,222
129491,4,3,107,115,222
129525,1,999,3914,4844,8758
129525,2,1,2956,3432,6388
129525,4,3,958,1412,2370
129534,1,999,294,134,428
129534,2,1,33,31,64
129534,4,3,261,103,364
129543,1,999,3069,5297,8366
129543,2,1,3069,5297,8366
129613,1,999,93,218,311
129613,2,1,93,218,311
129640,1,999,15,41,56
129640,2,1,15,41,56
129686,1,999,38,65,103
129686,2,1,37,64,101
129686,4,3,1,1,2
129695,1,999,4771,5555,10326
129695,2,1,4771,5555,10326
129729,1,999,3847,5604,9451
129729,2,1,3847,5604,9451
129756,1,999,1776,2658,4434
129756,2,1,1776,2658,4434
129774,1,999,540,517,1057
129774,2,1,540,517,1057
129808,1,999,2249,3381,5630
129808,2,1,2249,3381,5630
129923,1,999,665,917,1582
129923,2,1,665,917,1582
129932,1,999,1075,100,1175
129932,2,1,1075,100,1175
129941,1,999,3316,3389,6705
129941,2,1,2248,2223,4471
129941,4,3,1068,1166,2234
129969,1,999,111,384,495
129969,2,1,111,384,495
130004,1,999,3854,6148,10002
130004,2,1,3854,6148,10002
130040,1,999,773,1606,2379
130040,2,1,773,1606,2379
130110,1,999,88,163,251
130110,2,1,88,163,251
130129,1,999,36,136,172
130129,2,1,36,136,172
130174,1,999,3348,1715,5063
130174,2,1,3348,1715,5063
130183,1,999,2295,3413,5708
130183,2,1,2008,2761,4769
130183,4,3,287,652,939
130217,1,999,994,1974,2968
130217,2,1,994,1974,2968
130226,1,999,3239,5406,8645
130226,2,1,2387,3859,6246
130226,4,3,852,1547,2399
130253,1,999,2731,4689,7420
130253,2,1,1914,2914,4828
130253,4,3,817,1775,2592
130314,1,999,215,2365,2580
130314,2,1,11,1089,1100
130314,4,3,204,1276,1480
130396,1,999,4068,6297,10365
130396,2,1,4068,6297,10365
130448,1,999,92,523,615
130448,2,1,92,523,615
130493,1,999,4829,9346,14175
130493,2,1,3715,6099,9814
130493,4,3,1114,3247,4361
130509,1,999,80,622,702
130509,2,1,80,622,702
130581,1,999,41,121,162
130581,4,3,41,121,162
130590,1,999,1329,1337,2666
130590,2,1,1225,1249,2474
130590,4,3,104,88,192
130606,1,999,2736,3962,6698
130606,2,1,2736,3962,6698
130624,1,999,710,265,975
130624,2,1,710,265,975
130697,1,999,1677,1749,3426
130697,2,1,1471,1517,2988
130697,4,3,206,232,438
130776,1,999,3504,4423,7927
130776,2,1,3190,3735,6925
130776,4,3,314,688,1002
130785,1,999,1,11,12
130785,4,3,1,11,12
130794,1,999,6128,6334,12462
130794,2,1,2974,3082,6056
130794,4,3,3154,3252,6406
130837,1,999,7,47,54
130837,2,1,7,47,54
130873,1,999,74,595,669
130873,2,1,74,595,669
130891,1,999,2221,4145,6366
130891,2,1,2221,4145,6366
130907,1,999,1603,3157,4760
130907,2,1,1603,3157,4760
130916,1,999,4254,6134,10388
130916,2,1,4254,6134,10388
130934,1,999,1683,2487,4170
130934,2,1,1504,2181,3685
130934,4,3,179,306,485
130943,1,999,10256,13424,23680
130943,2,1,8265,11289,19554
130943,4,3,1991,2135,4126
130989,1,999,767,751,1518
130989,2,1,322,426,748
130989,4,3,445,325,770
131061,1,999,12,210,222
131061,2,1,12,210,222
131098,1,999,1110,1403,2513
131098,2,1,1033,1221,2254
131098,4,3,77,182,259
131113,1,999,4664,8780,13444
131113,2,1,2904,4897,7801
131113,4,3,1760,3883,5643
131159,1,999,5570,8594,14164
131159,2,1,3067,4638,7705
131159,4,3,2503,3956,6459
131283,1,999,3395,3893,7288
131283,2,1,1674,1947,3621
131283,4,3,1721,1946,3667
131308,1,999,209,730,939
131308,2,1,187,514,701
131308,4,3,22,216,238
131399,1,999,4420,7482,11902
131399,2,1,4259,7198,11457
131399,4,3,161,284,445
131405,1,999,85,16,101
131405,4,3,85,16,101
131450,1,999,608,914,1522
131450,2,1,519,586,1105
131450,4,3,89,328,417
131469,1,999,13248,16728,29976
131469,2,1,5397,6499,11896
131469,4,3,7851,10229,18080
131496,1,999,9570,10109,19679
131496,2,1,4278,5132,9410
131496,4,3,5292,4977,10269
131520,1,999,3922,7115,11037
131520,2,1,2499,4906,7405
131520,4,3,1423,2209,3632
131566,1,999,7,120,127
131566,2,1,7,120,127
131742,1,999,419,1563,1982
131742,2,1,419,1563,1982
131803,1,999,1435,2333,3768
131803,2,1,1047,1764,2811
131803,4,3,388,569,957
131830,1,999,13,19,32
131830,2,1,13,19,32
131876,1,999,249,2339,2588
131876,2,1,98,1615,1713
131876,4,3,151,724,875
131973,1,999,366,415,781
131973,4,3,366,415,781
132268,1,999,1540,56,1596
132268,2,1,1540,56,1596
132338,1,999,1927,2402,4329
132338,2,1,1927,2402,4329
132374,1,999,866,860,1726
132374,2,1,866,860,1726
132408,1,999,475,283,758
132408,2,1,475,283,758
132471,1,999,3023,6516,9539
132471,2,1,1610,3544,5154
132471,4,3,1413,2972,4385
132523,1,999,34,18,52
132523,4,3,34,18,52
132602,1,999,1557,2274,3831
132602,2,1,1536,2255,3791
132602,4,3,21,19,40
132657,1,999,1295,1287,2582
132657,2,1,1009,972,1981
132657,4,3,286,315,601
132666,1,999,82,183,265
132666,2,1,82,183,265
132675,1,999,186,160,346
132675,2,1,186,160,346
132693,1,999,10580,14353,24933
132693,2,1,10580,14353,24933
132709,1,999,22938,33399,56337
132709,2,1,22938,33399,56337
132806,1,999,168,570,738
132806,2,1,168,570,738
132842,1,999,273,1061,1334
132842,2,1,103,376,479
132842,4,3,170,685,855
132851,1,999,4589,7127,11716
132851,2,1,4589,7127,11716
132879,1,999,175,132,307
132879,2,1,175,132,307
132903,1,999,27785,35368,63153
132903,2,1,23543,28980,52523
