UNITID,EFFYLEV,LSTUDY,EFYTOTLT,EFYTOTLM,EFYTOTLW
117894,2,1,14574,6584,7990
117928,1,999,2161,1138,1023
117928,2,1,2145,1128,1017
117928,4,3,16,10,6
117946,1,999,9752,4092,5660
117946,2,1,6232,2644,3588
117946,4,3,3520,1448,2072
117955,1,999,331,9,322
117955,2,1,331,9,322
118116,1,999,187,17,170
118116,2,1,187,17,170
118125,1,999,110,2,108
118125,2,1,110,2,108
118134,1,999,166,4,162
118134,2,1,166,4,162
118143,1,999,122,12,110
118143,2,1,122,12,110
118161,1,999,191,7,184
118161,2,1,191,7,184
118189,1,999,207,31,176
118189,2,1,207,31,176
118198,1,999,929,241,688
118198,2,1,929,241,688
118259,1,999,963,174,789
118259,2,1,963,174,789
118277,1,999,2110,500,1610
118277,2,1,2110,500,1610
118286,1,999,1828,402,1426
118286,2,1,1828,402,1426
118347,1,999,11139,4641,6498
118347,2,1,11139,4641,6498
118356,1,999,4439,242,4197
118356,2,1,4439,242,4197
118541,1,999,885,431,454
118541,2,1,885,431,454
118684,1,999,7015,2783,4232
118684,2,1,7015,2783,4232
118693,1,999,684,431,253
118693,2,1,684,431,253
118718,1,999,15155,6560,8595
118718,2,1,15155,6560,8595
118772,1,999,10895,3782,7113
118772,2,1,10895,3782,7113
118888,1,999,1676,122,1554
118888,2,1,1021,0,1021
118888,4,3,655,122,533
118912,1,999,22363,9577,12786
118912,2,1,22363,9577,12786
118921,1,999,756,78,678
118921,2,1,756,78,678
118930,1,999,16522,7241,9281
118930,2,1,16522,7241,9281
118958,1,999,90,19,71
118958,2,1,90,19,71
118967,1,999,1741,852,889
118967,2,1,1741,852,889
118976,1,999,24009,10440,13569
118976,2,1,24009,10440,13569
118994,1,999,46,44,2
118994,2,1,46,44,2
119058,1,999,894,355,539
119058,2,1,13,5,8
119058,4,3,881,350,531
119067,1,999,18209,9477,8732
119067,2,1,18209,9477,8732
119137,1,999,22840,10478,12362
119137,2,1,22840,10478,12362
119164,1,999,37922,18710,19212
119164,2,1,37922,18710,19212
119173,1,999,3175,353,2822
119173,2,1,2492,206,2286
119173,4,3,683,147,536
119216,1,999,24497,10393,14104
119216,2,1,24497,10393,14104
119234,1,999,418,118,300
119234,2,1,418,118,300
119270,1,999,2395,1944,451
119270,2,1,2395,1944,451
119331,1,999,8975,3960,5015
119331,2,1,8975,3960,5015
119340,1,999,839,95,744
119340,2,1,839,95,744
119359,1,999,1484,332,1152
119359,2,1,1484,332,1152
119368,1,999,672,52,620
119368,2,1,672,52,620
119438,1,999,871,108,763
119438,2,1,871,108,763
119456,1,999,1404,160,1244
119456,2,1,1404,160,1244
119465,1,999,1129,285,844
119465,2,1,1129,285,844
119508,1,999,1540,472,1068
119508,2,1,1540,472,1068
119544,1,999,798,272,526
119544,2,1,546,179,367
119544,4,3,252,93,159
119553,1,999,837,267,570
119553,2,1,837,267,570
119605,1,999,27820,10335,17485
119605,2,1,11886,4869,7017
119605,4,3,15934,5466,10468
119678,1,999,4382,3750,632
119678,4,3,4382,3750,632
119775,1,999,711,482,229
119775,2,1,439,321,118
119775,4,3,272,161,111
119845,1,999,316,12,304
119845,2,1,316,12,304
119951,1,999,589,27,562
119951,2,1,589,27,562
120069,1,999,379,51,328
120069,2,1,379,51,328
120078,1,999,641,155,486
120078,2,1,641,155,486
120087,1,999,252,51,201
120087,2,1,252,51,201
120166,1,999,1395,861,534
120166,2,1,302,192,110
120166,4,3,1093,669,424
120184,1,999,2203,662,1541
120184,2,1,1186,409,777
120184,4,3,1017,253,764
120254,1,999,2174,944,1230
120254,2,1,2154,939,1215
120254,4,3,20,5,15
120272,1,999,177,16,161
120272,2,1,177,16,161
120290,1,999,17973,9301,8672
120290,2,1,17973,9301,8672
120342,1,999,30841,15861,14980
120342,2,1,30841,15861,14980
120403,1,999,1298,409,889
120403,2,1,1197,378,819
120403,4,3,101,31,70
120421,1,999,10993,4962,6031
120421,2,1,10993,4962,6031
120537,1,999,1587,713,874
120537,2,1,1023,443,580
120537,4,3,564,270,294
120661,1,999,797,206,591
120661,2,1,797,206,591
120698,1,999,714,176,538
120698,2,1,114,43,71
120698,4,3,600,133,467
120740,1,999,144,72,72
120740,4,3,144,72,72
120768,1,999,665,39,626
120768,2,1,180,9,171
120768,4,3,485,30,455
120795,1,999,213,97,116
120795,4,3,213,97,116
120838,1,999,332,181,151
120838,2,1,25,16,9
120838,4,3,307,165,142
120865,1,999,1962,850,1112
120865,2,1,1951,848,1103
120865,4,3,11,2,9
120883,1,999,7310,3214,4096
120883,2,1,4020,1817,2203
120883,4,3,3290,1397,1893
120953,1,999,5745,4377,1368
120953,2,1,5745,4377,1368
120971,1,999,39116,20254,18862
120971,2,1,39116,20254,18862
121008,1,999,347,23,324
121008,2,1,347,23,324
121017,1,999,177,7,170
121017,2,1,177,7,170
121044,1,999,35756,17076,18680
121044,2,1,35756,17076,18680
121071,1,999,1164,568,596
121071,2,1,1096,555,541
121071,4,3,68,13,55
121150,1,999,8201,3546,4655
121150,2,1,3617,1665,1952
121150,4,3,4584,1881,2703
121257,1,999,1110,443,667
121257,2,1,1110,443,667
121275,1,999,380,284,96
121275,2,1,380,284,96
121309,1,999,4330,1497,2833
121309,2,1,2510,975,1535
121309,4,3,1820,522,1298
121345,1,999,1579,784,795
121345,2,1,1579,784,795
121363,1,999,6017,2249,3768
121363,2,1,6017,2249,3768
121381,1,999,1194,544,650
121381,2,1,1194,544,650
121433,1,999,250,15,235
121433,2,1,250,15,235
121619,1,999,48363,31203,17160
121619,2,1,48363,31203,17160
121628,1,999,122,72,50
121628,4,3,122,72,50
121637,1,999,100,2,98
121637,2,1,100,2,98
121691,1,999,5964,2710,3254
121691,2,1,3704,1684,2020
121691,4,3,2260,1026,1234
121707,1,999,9467,4305,5162
121707,2,1,9467,4305,5162
121859,1,999,258,12,246
121859,2,1,258,12,246
121868,1,999,151,7,144
121868,2,1,151,7,144
121877,1,999,351,3,348
121877,2,1,351,3,348
121886,1,999,30143,17447,12696
121886,2,1,30143,17447,12696
121901,1,999,30470,13138,17332
121901,2,1,30470,13138,17332
121983,1,999,1255,328,927
121983,2,1,218,61,157
121983,4,3,1037,267,770
121992,1,999,295,119,176
121992,2,1,295,119,176
122117,1,999,360,161,199
122117,2,1,101,46,55
122117,4,3,259,115,144
122180,1,999,37957,16183,21774
122180,2,1,37957,16183,21774
122205,1,999,37586,15960,21626
122205,2,1,37586,15960,21626
122296,1,999,1845,392,1453
122296,2,1,933,147,786
122296,4,3,912,245,667
122339,1,999,29873,13778,16095
122339,2,1,29873,13778,16095
122366,1,999,541,527,14
122366,2,1,541,527,14
122375,1,999,40844,19262,21582
122375,2,1,40844,19262,21582
122384,1,999,23179,12678,10501
122384,2,1,23179,12678,10501
122409,1,999,34999,15215,19784
122409,2,1,29115,12868,16247
122409,4,3,5884,2347,3537
122436,1,999,9106,3949,5157
122436,2,1,5740,2588,3152
122436,4,3,3366,1361,2005
122454,1,999,735,289,446
122454,2,1,469,202,267
122454,4,3,266,87,179
122506,1,999,407,191,216
122506,2,1,195,102,93
122506,4,3,212,89,123
122597,1,999,32633,13595,19038
122597,2,1,27564,11774,15790
122597,4,3,5069,1821,3248
122603,1,999,385,188,197
122603,4,3,385,188,197
122612,1,999,11313,4285,7028
122612,2,1,6707,2553,4154
122612,4,3,4606,1732,2874
122649,1,999,213,118,95
122649,4,3,213,118,95
122658,1,999,25367,10823,14544
122658,2,1,25367,10823,14544
122685,1,999,2538,714,1824
122685,2,1,2538,714,1824
122694,1,999,1692,626,1066
122694,2,1,1692,626,1066
122728,1,999,964,379,585
122728,2,1,900,364,536
122728,4,3,64,15,49
122746,1,999,16994,7475,9519
122746,2,1,16994,7475,9519
122755,1,999,31575,14836,16739
122755,2,1,25151,12283,12868
122755,4,3,6424,2553,3871
122791,1,999,16105,7699,8406
122791,2,1,16105,7699,8406
122834,1,999,1561,462,1099
122834,2,1,1561,462,1099
122843,1,999,8525,4473,4052
122843,2,1,8264,4353,3911
122843,4,3,261,120,141
122852,1,999,536,82,454
122852,2,1,536,82,454
122889,1,999,27236,12518,14718
122889,2,1,27236,12518,14718
122931,1,999,10184,5307,4877
122931,2,1,5566,2699,2867
122931,4,3,4618,2608,2010
122977,1,999,46490,20906,25584
122977,2,1,46490,20906,25584
123013,1,999,36845,16827,20018
123013,2,1,36845,16827,20018
123095,1,999,776,209,567
123095,4,3,776,209,567
123165,1,999,1052,27,1025
123165,2,1,1028,16,1012
123165,4,3,24,11,13
123208,1,999,3115,2934,181
123208,2,1,3115,2934,181
123217,1,999,18665,8538,10127
123217,2,1,18665,8538,10127
123280,1,999,77,39,38
123280,2,1,55,31,24
123280,4,3,22,8,14
123299,1,999,13656,5732,7924
123299,2,1,13656,5732,7924
123341,1,999,26986,12688,14298
123341,2,1,26986,12688,14298
123350,1,999,216,24,192
123350,2,1,216,24,192
123396,1,999,214,14,200
123396,2,1,214,14,200
123448,1,999,223,101,122
123448,4,3,223,101,122
123457,1,999,1495,530,965
123457,2,1,1096,387,709
123457,4,3,399,143,256
123484,1,999,4467,2026,2441
123484,2,1,4467,2026,2441
123493,1,999,1638,808,830
123493,2,1,1638,808,830
123509,1,999,16298,7510,8788
123509,2,1,16298,7510,8788
123527,1,999,19105,8309,10796
123527,2,1,19105,8309,10796
123554,1,999,4357,1609,2748
123554,2,1,2965,1139,1826
123554,4,3,1392,470,922
123563,1,999,17920,7306,10614
123563,2,1,17920,7306,10614
123572,1,999,9013,3393,5620
123572,2,1,7817,3076,4741
123572,4,3,1196,317,879
123581,1,999,261,251,10
123581,2,1,261,251,10
123633,1,999,971,485,486
123633,2,1,464,206,258
123633,4,3,507,279,228
123642,1,999,602,59,543
123642,2,1,602,59,543
123651,1,999,2970,994,1976
123651,2,1,2671,880,1791
123651,4,3,299,114,185
123679,1,999,855,237,618
123679,2,1,855,237,618
123800,1,999,25907,12088,13819
123800,2,1,25907,12088,13819
123855,1,999,95,82,13
123855,4,3,95,82,13
123916,1,999,78,27,51
123916,4,3,78,27,51
123943,1,999,586,181,405
123943,4,3,586,181,405
123952,1,999,506,334,172
123952,2,1,268,185,83
123952,4,3,238,149,89
123961,1,999,40515,20271,20244
123961,2,1,18876,9360,9516
123961,4,3,21639,10911,10728
123970,1,999,1476,703,773
123970,4,3,1476,703,773
124113,1,999,16256,12607,3649
124113,2,1,16256,12607,3649
124283,1,999,436,240,196
124283,4,3,436,240,196
124292,1,999,361,166,195
124292,2,1,361,166,195
124344,1,999,338,14,324
124344,2,1,338,14,324
124487,1,999,397,205,192
124487,2,1,397,205,192
124681,1,999,22275,6924,15351
124681,2,1,22275,6924,15351
124706,1,999,918,171,747
124706,2,1,918,171,747
124779,1,999,62,2,60
124779,2,1,62,2,60
124937,1,999,802,279,523
124937,2,1,802,279,523
125028,1,999,21401,9384,12017
125028,2,1,21401,9384,12017
125037,1,999,116,59,57
125037,4,3,116,59,57
125082,1,999,252,5,247
125082,2,1,252,5,247
125091,1,999,18526,8185,10341
125091,2,1,18526,8185,10341
125170,1,999,11853,5007,6846
125170,2,1,11853,5007,6846
125231,1,999,71763,16604,55159
125231,2,1,14642,3825,10817
125231,4,3,57121,12779,44342
125301,1,999,2599,1079,1520
125301,2,1,2599,1079,1520
125462,1,999,4588,2063,2525
125462,2,1,4588,2063,2525
125471,1,999,17410,6722,10688
125471,2,1,17410,6722,10688
125499,1,999,18852,8708,10144
125499,2,1,18852,8708,10144
125532,1,999,2559,432,2127
125532,2,1,2559,432,2127
125718,1,999,174,162,12
125718,4,3,174,162,12
125727,1,999,1422,520,902
125727,2,1,1404,519,885
125727,4,3,18,1,17
125763,1,999,2514,1155,1359
125763,2,1,1570,750,820
125763,4,3,944,405,539
125897,1,999,2273,1093,1180
125897,2,1,1777,862,915
125897,4,3,496,231,265
126012,1,999,432,117,315
126012,4,3,432,117,315
126030,1,999,485,254,231
126030,4,3,485,254,231
126049,1,999,1231,717,514
126049,4,3,1231,717,514
126076,1,999,130,130,0
126076,2,1,130,130,0
126119,1,999,10718,4305,6413
126119,2,1,10718,4305,6413
126164,1,999,134,5,129
126164,2,1,134,5,129
126182,1,999,4151,1704,2447
126182,2,1,3132,1414,1718
126182,4,3,1019,290,729
126207,1,999,8071,3529,4542
126207,2,1,8071,3529,4542
126289,1,999,18336,7683,10653
126289,2,1,18336,7683,10653
126359,1,999,998,160,838
126359,2,1,998,160,838
126401,1,999,1184,268,916
126401,2,1,1184,268,916
126410,1,999,205,56,149
126410,2,1,205,56,149
126562,1,999,31972,12901,19071
126562,2,1,17042,7599,9443
126562,4,3,14930,5302,9628
126580,1,999,12729,5810,6919
126580,2,1,9050,4202,4848
126580,4,3,3679,1608,2071
126605,1,999,1251,1187,64
126605,2,1,1251,1187,64
126614,1,999,36946,19711,17235
126614,2,1,30058,15825,14233
126614,4,3,6888,3886,3002
126669,1,999,4229,1523,2706
126669,2,1,3716,1371,2345
126669,4,3,513,152,361
126678,1,999,2484,1132,1352
126678,2,1,2378,1103,1275
126678,4,3,106,29,77
126687,1,999,766,144,622
126687,2,1,766,144,622
126702,1,999,2925,1425,1500
126702,2,1,2925,1425,1500
126711,1,999,10740,4682,6058
126711,2,1,10740,4682,6058
126748,1,999,2319,1042,1277
126748,2,1,2319,1042,1277
126775,1,999,6709,4341,2368
126775,2,1,3962,2979,983
126775,4,3,2747,1362,1385
126784,1,999,254,252,2
126784,2,1,254,252,2
126818,1,999,33712,16459,17253
126818,2,1,25042,12153,12889
126818,4,3,8670,4306,4364
126827,1,999,4359,2631,1728
126827,2,1,3052,1746,1306
126827,4,3,1307,885,422
126854,1,999,176,23,153
126854,2,1,176,23,153
126863,1,999,11652,4918,6734
126863,2,1,11652,4918,6734
126872,1,999,1298,309,989
126872,2,1,1298,309,989
126915,1,999,2165,1032,1133
126915,2,1,2165,1032,1133
126924,1,999,233,11,222
126924,2,1,233,11,222
126942,1,999,19455,8358,11097
126942,2,1,19455,8358,11097
126951,1,999,1607,1506,101
126951,2,1,1607,1506,101
126979,1,999,1156,693,463
126979,4,3,1156,693,463
127024,1,999,1151,727,424
127024,2,1,1151,727,424
127060,1,999,13879,6065,7814
127060,2,1,5900,2588,3312
127060,4,3,7979,3477,4502
127158,1,999,4738,2706,2032
127158,2,1,4738,2706,2032
127185,1,999,4191,2172,2019
127185,2,1,4191,2172,2019
127200,1,999,30268,12852,17416
127200,2,1,30268,12852,17416
127219,1,999,69,2,67
127219,2,1,69,2,67
127228,1,999,351,9,342
127228,2,1,351,9,342
127273,1,999,402,176,226
127273,4,3,402,176,226
127316,1,999,375,69,306
127316,2,1,375,69,306
127389,1,999,1370,565,805
127389,2,1,1370,565,805
127556,1,999,10010,4480,5530
127556,2,1,9840,4428,5412
127556,4,3,170,52,118
127565,1,999,29924,13834,16090
127565,2,1,29852,13807,16045
127565,4,3,72,27,45
127617,1,999,2865,969,1896
127617,2,1,2865,969,1896
127653,1,999,1194,413,781
127653,2,1,504,197,307
127653,4,3,690,216,474
127680,1,999,635,239,396
127680,2,1,635,239,396
127699,1,999,653,122,531
127699,2,1,653,122,531
127714,1,999,1396,876,520
127714,2,1,1396,876,520
127732,1,999,3062,1196,1866
127732,2,1,3062,1196,1866
127741,1,999,15503,5404,10099
127741,2,1,11619,4413,7206
127741,4,3,3884,991,2893
127778,1,999,2317,982,1335
127778,2,1,2317,982,1335
127787,1,999,1342,269,1073
127787,2,1,1342,269,1073
127820,1,999,21987,9269,12718
127820,2,1,21987,9269,12718
127839,1,999,787,180,607
127839,2,1,787,180,607
127884,1,999,12224,6308,5916
127884,2,1,12224,6308,5916
127909,1,999,15229,7641,7588
127909,2,1,15229,7641,7588
127918,1,999,14706,5093,9613
127918,2,1,7123,2507,4616
127918,4,3,7583,2586,4997
127945,1,999,835,324,511
127945,2,1,835,324,511
127954,1,999,78,8,70
127954,2,1,18,1,17
127954,4,3,60,7,53
128106,1,999,13665,4099,9566
128106,2,1,7398,3177,4221
128106,4,3,6267,922,5345
128151,1,999,1596,858,738
128151,2,1,1596,858,738
128179,1,999,582,428,154
128179,2,1,582,428,154
128188,1,999,848,160,688
128188,2,1,848,160,688
128258,1,999,2910,1248,1662
128258,2,1,2910,1248,1662
128328,1,999,4629,3657,972
128328,2,1,4629,3657,972
128337,1,999,251,11,240
128337,2,1,251,11,240
128391,1,999,2588,1506,1082
128391,2,1,2479,1475,1004
128391,4,3,109,31,78
128425,1,999,24,24,0
128425,2,1,22,22,0
128425,4,3,2,2,0
128498,1,999,2514,826,1688
128498,2,1,1968,648,1320
128498,4,3,546,178,368
128540,1,999,152,9,143
128540,2,1,152,9,143
128577,1,999,2685,1175,1510
128577,2,1,2685,1175,1510
128586,1,999,82,82,0
128586,2,1,82,82,0
128674,1,999,992,221,771
128674,2,1,992,221,771
128683,1,999,1446,329,1117
128683,2,1,1446,329,1117
128726,1,999,228,34,194
128726,2,1,228,34,194
128744,1,999,6201,2426,3775
128744,2,1,3076,962,2114
128744,4,3,3125,1464,1661
128762,1,999,415,33,382
128762,2,1,415,33,382
128771,1,999,15391,7299,8092
128771,2,1,11868,6136,5732
128771,4,3,3523,1163,2360
128780,1,999,3235,1140,2095
128780,2,1,3235,1140,2095
128896,1,999,552,123,429
128896,2,1,552,123,429
128902,1,999,2087,810,1277
128902,2,1,2079,810,1269
128902,4,3,8,0,8
128957,1,999,281,67,214
128957,2,1,281,67,214
129002,1,999,792,570,222
129002,2,1,792,570,222
129020,1,999,27648,13733,13915
129020,2,1,18461,9349,9112
129020,4,3,9187,4384,4803
129154,1,999,4169,681,3488
129154,2,1,4169,681,3488
129181,1,999,1977,1897,80
129181,2,1,1977,1897,80
129215,1,999,6551,2919,3632
129215,2,1,6114,2792,3322
129215,4,3,437,127,310
129242,1,999,5802,2282,3520
129242,2,1,4279,1776,2503
129242,4,3,1523,506,1017
129349,1,999,333,31,302
129349,2,1,333,31,302
129367,1,999,6514,1950,4564
129367,2,1,6514,1950,4564
129428,1,999,514,419,95
129428,4,3,514,419,95
129482,1,999,676,106,570
129482,2,1,676,106,570
129491,1,999,219,106,113
129491,4,3,219,106,113
129525,1,999,8695,3987,4708
129525,2,1,6288,3011,3277
129525,4,3,2407,976,1431
129534,1,999,479,331,148
129534,2,1,67,31,36
129534,4,3,412,300,112
129543,1,999,9008,3359,5649
129543,2,1,9008,3359,5649
129613,1,999,489,49,440
129613,2,1,489,49,440
129640,1,999,53,11,42
129640,2,1,53,11,42
129686,1,999,93,38,55
129686,2,1,89,36,53
129686,4,3,4,2,2
129695,1,999,10524,4914,5610
129695,2,1,10524,4914,5610
129729,1,999,9837,4138,5699
129729,2,1,9837,4138,5699
129756,1,999,4424,1759,2665
129756,2,1,4424,1759,2665
129774,1,999,1093,586,507
129774,2,1,1093,586,507
129808,1,999,6832,2877,3955
129808,2,1,6832,2877,3955
129923,1,999,1406,531,875
129923,2,1,1406,531,875
129932,1,999,981,910,71
129932,2,1,981,910,71
129941,1,999,6981,3453,3528
129941,2,1,4751,2400,2351
129941,4,3,2230,1053,1177
129969,1,999,567,130,437
129969,2,1,567,130,437
130004,1,999,9288,3818,5470
130004,2,1,9288,3818,5470
130040,1,999,2506,800,1706
130040,2,1,2506,800,1706
130110,1,999,241,81,160
130110,2,1,241,81,160
130129,1,999,193,49,144
130129,2,1,193,49,144
130174,1,999,6018,3903,2115
130174,2,1,6018,3903,2115
130183,1,999,8128,3235,4893
130183,2,1,6978,2884,4094
130183,4,3,1150,351,799
130217,1,999,3191,1109,2082
130217,2,1,3191,1109,2082
130226,1,999,9116,3336,5780
130226,2,1,6413,2360,4053
130226,4,3,2703,976,1727
130253,1,999,7662,2766,4896
130253,2,1,4862,1914,2948
130253,4,3,2800,852,1948
130314,1,999,2879,251,2628
130314,2,1,1179,22,1157
130314,4,3,1700,229,1471
130396,1,999,10706,4191,6515
130396,2,1,10706,4191,6515
130448,1,999,699,98,601
130448,2,1,699,98,601
130493,1,999,14217,4996,9221
130493,2,1,9983,3918,6065
130493,4,3,4234,1078,3156
130509,1,999,636,95,541
130509,2,1,636,95,541
130581,1,999,169,42,127
130581,4,3,169,42,127
130590,1,999,2602,1283,1319
130590,2,1,2453,1209,1244
130590,4,3,149,74,75
130606,1,999,6619,2773,3846
130606,2,1,6619,2773,3846
130624,1,999,1017,720,297
130624,2,1,1017,720,297
130697,1,999,3514,1693,1821
130697,2,1,3055,1472,1583
130697,4,3,459,221,238
130776,1,999,7872,3402,4470
130776,2,1,7000,3115,3885
130776,4,3,872,287,585
130785,1,999,12,2,10
130785,4,3,12,2,10
130794,1,999,12893,6329,6564
130794,2,1,6446,3094,3352
130794,4,3,6447,3235,3212
130837,1,999,58,4,54
130837,2,1,58,4,54
130873,1,999,1501,152,1349
130873,2,1,1501,152,1349
130891,1,999,6427,2271,4156
130891,2,1,6427,2271,4156
130907,1,999,4820,1748,3072
130907,2,1,4820,1748,3072
130916,1,999,10406,4266,6140
130916,2,1,10406,4266,6140
130934,1,999,4099,1605,2494
130934,2,1,3619,1413,2206
130934,4,3,480,192,288
130943,1,999,23239,10247,12992
130943,2,1,19071,8230,10841
130943,4,3,4168,2017,2151
130989,1,999,1565,783,782
130989,2,1,848,382,466
130989,4,3,717,401,316
131061,1,999,233,8,225
131061,2,1,233,8,225
131098,1,999,2337,1072,1265
131098,2,1,2133,1018,1115
131098,4,3,204,54,150
131113,1,999,14769,5169,9600
131113,2,1,8821,3294,5527
131113,4,3,5948,1875,4073
131159,1,999,13618,5486,8132
131159,2,1,7595,3088,4507
131159,4,3,6023,2398,3625
131283,1,999,7536,3460,4076
131283,2,1,3751,1669,2082
131283,4,3,3785,1791,1994
131308,1,999,1037,240,797
131308,2,1,762,216,546
131308,4,3,275,24,251
131399,1,999,12440,4607,7833
131399,2,1,11995,4441,7554
131399,4,3,445,166,279
131405,1,999,92,77,15
131405,4,3,92,77,15
131450,1,999,1727,660,1067
131450,2,1,1222,549,673
131450,4,3,505,111,394
131469,1,999,29887,13125,16762
131469,2,1,11503,5161,6342
131469,4,3,18384,7964,10420
131496,1,999,20320,9765,10555
131496,2,1,9695,4301,5394
131496,4,3,10625,5464,5161
131520,1,999,11115,3937,7178
131520,2,1,7496,2507,4989
131520,4,3,3619,1430,2189
131742,1,999,2633,665,1968
131742,2,1,2633,665,1968
131803,1,999,3492,1346,2146
131803,2,1,2579,983,1596
131803,4,3,913,363,550
131830,1,999,46,20,26
131830,2,1,46,20,26
131876,1,999,2771,255,2516
131876,2,1,1860,89,1771
131876,4,3,911,166,745
131973,1,999,763,374,389
131973,4,3,763,374,389
132268,1,999,1574,1484,90
132268,2,1,1574,1484,90
132338,1,999,3990,1811,2179
132338,2,1,3990,1811,2179
132374,1,999,3318,2467,851
132374,2,1,3318,2467,851
132408,1,999,768,484,284
132408,2,1,740,457,283
132408,4,3,28,27,1
132471,1,999,11200,3583,7617
132471,2,1,5930,1949,3981
132471,4,3,5270,1634,3636
132523,1,999,53,34,19
132523,4,3,53,34,19
132602,1,999,3822,1531,2291
132602,2,1,3785,1512,2273
132602,4,3,37,19,18
132657,1,999,2589,1307,1282
132657,2,1,1937,1015,922
132657,4,3,652,292,360
132666,1,999,190,73,117
132666,2,1,190,73,117
132675,1,999,296,179,117
132675,2,1,296,179,117
132693,1,999,25283,10592,14691
132693,2,1,25283,10592,14691
132709,1,999,60085,24807,35278
132709,2,1,60085,24807,35278
132806,1,999,798,167,631
132806,2,1,798,167,631
132842,1,999,1373,298,1075
132842,2,1,457,114,343
132842,4,3,916,184,732
132851,1,999,12325,4811,7514
132851,2,1,12325,4811,7514
132879,1,999,376,198,178
132879,2,1,376,198,178
132903,1,999,66273,29530,36743
132903,2,1,55378,25063,30315
132903,4,3,10895,4467,6428
132976,1,999,491,172,319
132976,2,1,491,172,319
133021,1,999,2963,1162,1801
133021,2,1,2963,1162,1801
133085,1,999,628,305,323
133085,2,1,611,296,315
133085,4,3,17,9,8
133155,1,999,1035,432,603
